key_pair,comfort_score,distance_interval,distance_return,distance_setup,distance_total,dvorak7_columns,dvorak7_distribution,dvorak7_inward,dvorak7_middle,dvorak7_remote,dvorak7_score,dvorak7_strength,dvorak7_vspan,engram7_hspan,engram7_load,engram7_position,engram7_score,engram7_sequence,engram7_strength,engram7_stretch,engram7_vspan,time_interval,time_return,time_setup,time_total,comfort_score_normalized,distance_interval_normalized,distance_return_normalized,distance_setup_normalized,distance_total_normalized,dvorak7_columns_normalized,dvorak7_distribution_normalized,dvorak7_inward_normalized,dvorak7_middle_normalized,dvorak7_remote_normalized,dvorak7_score_normalized,dvorak7_strength_normalized,dvorak7_vspan_normalized,engram7_hspan_normalized,engram7_load_normalized,engram7_position_normalized,engram7_score_normalized,engram7_sequence_normalized,engram7_strength_normalized,engram7_stretch_normalized,engram7_vspan_normalized,time_interval_normalized,time_return_normalized,time_setup_normalized,time_total_normalized
",S",-0.512393,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,131.0,200.0,213.9,676.800338,0.658405,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.088571,0.0,0.0695,0.157059
",T",-0.793852,23.600847,45.071758,21.470911,90.143516,0.5,1.0,1.0,0.0,1.0,5.5,1.0,1.0,1.0,1.0,0.0,5.5,1.0,1.0,0.5,1.0,448.0,200.0,213.9,861.9,0.470765,0.429106,0.643882,0.613455,0.66773,0.5,1.0,1.0,0.0,1.0,0.785714,1.0,1.0,1.0,1.0,0.0,0.785714,1.0,1.0,0.5,1.0,0.994286,0.0,0.0695,0.429265
",U",-1.185696,19.646883,41.117793,21.470911,82.235587,1.0,0.5,1.0,0.0,1.0,4.5,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,224.0,213.6,213.9,758.480688,0.209536,0.357216,0.587397,0.613455,0.609152,1.0,0.5,1.0,0.0,1.0,0.642857,1.0,0.0,0.0,1.0,0.0,0.428571,0.0,1.0,1.0,0.0,0.354286,0.068,0.0695,0.277177
",V",-0.643213,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,0.25,6.25,1.0,1.0,1.0,1.0,215.0,234.6,213.9,663.5,0.571191,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.857143,1.0,1.0,1.0,1.0,0.25,0.892857,1.0,1.0,1.0,1.0,0.328571,0.173,0.0695,0.1375
",W",-0.64711,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.75,1.0,0.5,1.0,1.0,112.0,200.0,213.9,837.7043,0.568593,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.821429,1.0,0.5,1.0,1.0,0.034286,0.0,0.0695,0.393683
",X",-0.785464,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.75,1.0,0.5,1.0,1.0,448.0,200.0,213.9,861.9,0.476358,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.821429,1.0,0.5,1.0,1.0,0.994286,0.0,0.0695,0.429265
",Y",-1.401832,30.610456,52.081366,21.470911,104.162733,0.5,0.5,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2.5,0.0,1.0,0.5,0.0,448.0,200.0,213.9,861.9,0.065445,0.556554,0.74402,0.613455,0.771576,0.5,0.5,1.0,0.0,1.0,0.571429,1.0,0.0,0.0,1.0,0.0,0.357143,0.0,1.0,0.5,0.0,0.994286,0.0,0.0695,0.429265
",Z",-0.760624,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.75,1.0,0.5,1.0,1.0,448.0,400.0,213.9,1061.9,0.492917,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.821429,1.0,0.5,1.0,1.0,0.994286,1.0,0.0695,0.723382
",[",-1.401832,23.600847,45.071758,21.470911,90.143516,0.5,0.5,0.0,0.0,1.0,2.5,0.5,0.0,1.0,1.0,0.0,3.0,0.0,0.5,0.5,0.0,448.0,200.0,213.9,872.652291,0.065445,0.429106,0.643882,0.613455,0.66773,0.5,0.5,0.0,0.0,1.0,0.357143,0.5,0.0,1.0,1.0,0.0,0.428571,0.0,0.5,0.5,0.0,0.994286,0.0,0.0695,0.445077
.',-1.442261,19.0,40.470911,21.470911,80.941821,0.5,0.5,0.0,0.5,0.0,2.0,0.0,0.5,0.0,1.0,0.25,2.25,0.0,0.0,0.5,0.5,448.0,200.0,400.0,1048.0,0.038493,0.345455,0.578156,0.613455,0.599569,0.5,0.5,0.0,0.5,0.0,0.285714,0.0,0.5,0.0,1.0,0.25,0.321429,0.0,0.0,0.5,0.5,0.994286,0.0,1.0,0.702941
".,",-0.969863,21.470911,42.941821,21.470911,85.883642,1.0,0.5,1.0,0.0,0.0,4.0,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,233.0,200.0,400.0,883.380029,0.353424,0.39038,0.613455,0.613455,0.636175,1.0,0.5,1.0,0.0,0.0,0.571429,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.38,0.0,1.0,0.460853
..,-0.977061,0.0,21.470911,21.470911,42.941821,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.5,2.5,0.0,0.0,1.0,1.0,448.0,200.0,400.0,1063.986673,0.348626,0.0,0.306727,0.613455,0.318088,1.0,0.0,0.0,0.0,0.0,0.285714,0.0,1.0,0.0,0.0,0.5,0.357143,0.0,0.0,1.0,1.0,0.994286,0.0,1.0,0.726451
./,-1.147859,21.470911,42.941821,21.470911,85.883642,1.0,0.5,0.0,0.0,0.0,2.5,0.0,1.0,1.0,1.0,0.5,4.5,0.0,0.0,1.0,1.0,448.0,200.0,400.0,1248.075636,0.234761,0.39038,0.613455,0.613455,0.636175,1.0,0.5,0.0,0.0,0.0,0.357143,0.0,1.0,1.0,1.0,0.5,0.642857,0.0,0.0,1.0,1.0,0.994286,0.0,1.0,0.99717
.;,-1.075631,0.0,21.470911,21.470911,42.941821,1.0,0.5,0.0,0.5,0.0,2.5,0.0,0.5,0.0,1.0,0.75,3.25,0.0,0.0,1.0,0.5,448.0,200.0,400.0,1048.0,0.282913,0.0,0.306727,0.613455,0.318088,1.0,0.5,0.0,0.5,0.0,0.357143,0.0,0.5,0.0,1.0,0.75,0.464286,0.0,0.0,1.0,0.5,0.994286,0.0,1.0,0.702941
.A,-0.578609,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,5.5,0.0,1.0,1.0,1.0,0.75,5.75,1.0,0.0,1.0,1.0,448.0,200.0,400.0,1048.0,0.614261,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.785714,0.0,1.0,1.0,1.0,0.75,0.821429,1.0,0.0,1.0,1.0,0.994286,0.0,1.0,0.702941
.B,-0.828168,34.669872,56.140782,21.470911,112.281564,0.5,1.0,1.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,448.0,286.2,400.0,1134.2,0.447888,0.630361,0.802011,0.613455,0.831715,0.5,1.0,1.0,0.0,1.0,0.714286,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.994286,0.431,1.0,0.829706
.C,-0.785464,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,448.0,200.0,400.0,1048.0,0.476358,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.994286,0.0,1.0,0.702941
.D,-0.512945,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,206.4,400.0,1054.4,0.658037,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,0.032,1.0,0.712353
.E,-0.580639,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,173.0,211.5,400.0,838.026863,0.612907,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.208571,0.0575,1.0,0.394157
.F,-0.440455,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,244.5,400.0,1093.220488,0.706363,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,0.2225,1.0,0.769442
.G,-0.828168,19.0,40.470911,21.470911,80.941821,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,448.0,200.0,400.0,1067.633136,0.447888,0.345455,0.578156,0.613455,0.599569,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.994286,0.0,1.0,0.731813
.H,-1.442261,19.0,40.470911,21.470911,80.941821,0.5,0.5,1.0,0.5,1.0,4.5,0.5,0.5,1.0,1.0,0.25,3.75,0.0,0.5,0.5,0.5,448.0,200.0,400.0,1048.760971,0.038493,0.345455,0.578156,0.613455,0.599569,0.5,0.5,1.0,0.5,1.0,0.642857,0.5,0.5,1.0,1.0,0.25,0.535714,0.0,0.5,0.5,0.5,0.994286,0.0,1.0,0.70406
.I,-1.25098,19.646883,41.117793,21.470911,82.235587,1.0,0.5,1.0,0.0,0.0,3.0,0.5,0.0,0.0,1.0,0.5,3.0,0.0,0.5,1.0,0.0,224.0,203.4,400.0,881.16673,0.166014,0.357216,0.587397,0.613455,0.609152,1.0,0.5,1.0,0.0,0.0,0.428571,0.5,0.0,0.0,1.0,0.5,0.428571,0.0,0.5,1.0,0.0,0.354286,0.017,1.0,0.457598
.J,-0.836557,0.0,21.470911,21.470911,42.941821,1.0,0.5,1.0,0.5,1.0,5.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,448.0,244.5,400.0,1105.396844,0.442295,0.0,0.306727,0.613455,0.318088,1.0,0.5,1.0,0.5,1.0,0.714286,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.994286,0.2225,1.0,0.787348
.K,-0.953484,0.0,21.470911,21.470911,42.941821,1.0,0.5,1.0,0.5,0.0,4.0,0.5,0.5,0.0,1.0,0.75,3.75,0.0,0.5,1.0,0.5,448.0,200.0,400.0,1054.551641,0.364344,0.0,0.306727,0.613455,0.318088,1.0,0.5,1.0,0.5,0.0,0.571429,0.5,0.5,0.0,1.0,0.75,0.535714,0.0,0.5,1.0,0.5,0.994286,0.0,1.0,0.712576
.L,-1.030731,21.470911,0.0,21.470911,42.941821,1.0,0.0,0.0,0.5,0.0,2.0,0.0,0.5,0.0,0.0,0.75,2.25,0.0,0.0,1.0,0.5,448.0,211.5,400.0,1059.5,0.312846,0.39038,0.0,0.613455,0.318088,1.0,0.0,0.0,0.5,0.0,0.285714,0.0,0.5,0.0,0.0,0.75,0.321429,0.0,0.0,1.0,0.5,0.994286,0.0575,1.0,0.719853
.M,-0.81978,21.470911,42.941821,21.470911,85.883642,1.0,0.5,1.0,0.0,1.0,5.0,0.5,1.0,0.0,1.0,0.5,5.0,1.0,0.5,1.0,1.0,448.0,200.0,400.0,1095.841039,0.45348,0.39038,0.613455,0.613455,0.636175,1.0,0.5,1.0,0.0,1.0,0.714286,0.5,1.0,0.0,1.0,0.5,0.714286,1.0,0.5,1.0,1.0,0.994286,0.0,1.0,0.773296
.N,-1.442261,21.023796,42.494707,21.470911,84.989413,0.5,0.5,1.0,0.0,1.0,4.5,0.5,1.0,0.0,1.0,0.25,4.25,1.0,0.5,0.5,1.0,448.0,227.4,400.0,1075.4,0.038493,0.382251,0.607067,0.613455,0.629551,0.5,0.5,1.0,0.0,1.0,0.642857,0.5,1.0,0.0,1.0,0.25,0.607143,1.0,0.5,0.5,1.0,0.994286,0.137,1.0,0.743235
.O,-1.274007,40.853396,19.646883,21.470911,81.97119,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,1.0,0.0,448.0,233.1,400.0,1081.1,0.150662,0.742789,0.28067,0.613455,0.607194,1.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.5,0.214286,0.0,0.0,1.0,0.0,0.994286,0.1655,1.0,0.751618
.P,-1.442261,19.646883,41.117793,21.470911,82.235587,1.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,448.0,200.0,400.0,1048.0,0.038493,0.357216,0.587397,0.613455,0.609152,1.0,0.5,0.0,0.0,0.0,0.214286,0.0,0.0,0.0,1.0,0.0,0.285714,0.0,0.0,1.0,0.0,0.994286,0.0,1.0,0.702941
.Q,-0.768354,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,160.0,218.4,400.0,840.448964,0.487764,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.714286,0.0,1.0,1.0,1.0,0.0,0.714286,1.0,0.0,1.0,1.0,0.171429,0.092,1.0,0.397719
.R,-0.580639,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,233.5,200.0,400.0,868.13971,0.612907,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.381429,0.0,1.0,0.438441
.S,-0.546709,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,5.5,0.0,1.0,1.0,1.0,0.75,5.75,1.0,0.0,1.0,1.0,188.0,200.0,400.0,806.521626,0.635527,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.785714,0.0,1.0,1.0,1.0,0.75,0.821429,1.0,0.0,1.0,1.0,0.251429,0.0,1.0,0.347826
.T,-0.828168,23.600847,45.071758,21.470911,90.143516,0.5,1.0,1.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,448.0,200.0,400.0,1048.0,0.447888,0.429106,0.643882,0.613455,0.66773,0.5,1.0,1.0,0.0,1.0,0.714286,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.994286,0.0,1.0,0.702941
.U,-1.242302,19.646883,41.117793,21.470911,82.235587,1.0,0.5,1.0,0.0,1.0,4.0,0.5,0.0,1.0,1.0,0.0,3.5,0.0,0.5,1.0,0.0,448.0,213.6,400.0,1061.6,0.171799,0.357216,0.587397,0.613455,0.609152,1.0,0.5,1.0,0.0,1.0,0.571429,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.994286,0.068,1.0,0.722941
.V,-0.677529,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,448.0,234.6,400.0,1082.6,0.548314,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.994286,0.173,1.0,0.753824
.W,-0.681426,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.5,5.5,1.0,0.0,1.0,1.0,448.0,200.0,400.0,1096.771791,0.545716,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.714286,0.0,1.0,1.0,1.0,0.5,0.785714,1.0,0.0,1.0,1.0,0.994286,0.0,1.0,0.774664
.X,-0.81978,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.5,5.5,1.0,0.0,1.0,1.0,448.0,200.0,400.0,1048.0,0.45348,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.714286,0.0,1.0,1.0,1.0,0.5,0.785714,1.0,0.0,1.0,1.0,0.994286,0.0,1.0,0.702941
.Y,-1.442261,30.610456,52.081366,21.470911,104.162733,0.5,0.5,1.0,0.0,1.0,3.5,0.5,0.0,1.0,1.0,0.25,3.25,0.0,0.5,0.5,0.0,448.0,200.0,400.0,1048.0,0.038493,0.556554,0.74402,0.613455,0.771576,0.5,0.5,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.25,0.464286,0.0,0.5,0.5,0.0,0.994286,0.0,1.0,0.702941
.Z,-0.79494,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,0.5,5.5,1.0,0.0,1.0,1.0,448.0,400.0,400.0,1248.0,0.47004,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.714286,0.0,1.0,1.0,1.0,0.5,0.785714,1.0,0.0,1.0,1.0,0.994286,1.0,1.0,0.997059
.[,-1.442261,23.600847,45.071758,21.470911,90.143516,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25,1.75,0.0,0.0,0.5,0.0,160.0,200.0,400.0,840.448964,0.038493,0.429106,0.643882,0.613455,0.66773,0.5,0.5,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.5,0.0,0.171429,0.0,1.0,0.397719
/',-1.411593,21.023796,19.0,21.470911,61.494707,0.5,0.0,0.0,0.5,0.0,1.5,0.0,0.5,0.0,0.0,0.25,1.25,0.0,0.0,0.5,0.5,448.0,200.0,211.5,859.5,0.058938,0.382251,0.271429,0.613455,0.455516,0.5,0.0,0.0,0.5,0.0,0.214286,0.0,0.5,0.0,0.0,0.25,0.178571,0.0,0.0,0.5,0.5,0.994286,0.0,0.0575,0.425735
"/,",-0.957513,21.470911,42.941821,21.470911,85.883642,1.0,0.5,1.0,0.0,1.0,5.0,0.5,1.0,0.0,1.0,0.0,4.5,1.0,0.5,1.0,1.0,448.0,200.0,211.5,859.5,0.361658,0.39038,0.613455,0.613455,0.636175,1.0,0.5,1.0,0.0,1.0,0.714286,0.5,1.0,0.0,1.0,0.0,0.642857,1.0,0.5,1.0,1.0,0.994286,0.0,0.0575,0.425735
/.,-1.026304,21.470911,42.941821,21.470911,85.883642,1.0,0.5,1.0,0.0,0.0,3.5,0.0,1.0,1.0,1.0,0.5,5.5,1.0,0.0,1.0,1.0,448.0,200.0,211.5,859.5,0.315798,0.39038,0.613455,0.613455,0.636175,1.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,0.785714,1.0,0.0,1.0,1.0,0.994286,0.0,0.0575,0.425735
//,-0.947762,0.0,21.470911,21.470911,42.941821,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.5,2.5,0.0,0.0,1.0,1.0,448.0,200.0,211.5,1063.555315,0.368159,0.0,0.306727,0.613455,0.318088,1.0,0.0,0.0,0.0,0.0,0.285714,0.0,1.0,0.0,0.0,0.5,0.357143,0.0,0.0,1.0,1.0,0.994286,0.0,0.0575,0.725817
/;,-1.082689,21.470911,0.0,21.470911,42.941821,1.0,0.0,0.0,0.5,0.0,2.0,0.0,0.5,0.0,0.0,0.75,2.25,0.0,0.0,1.0,0.5,448.0,200.0,211.5,859.5,0.278207,0.39038,0.0,0.613455,0.318088,1.0,0.0,0.0,0.5,0.0,0.285714,0.0,0.5,0.0,0.0,0.75,0.321429,0.0,0.0,1.0,0.5,0.994286,0.0,0.0575,0.425735
/A,-0.553769,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,5.5,0.0,1.0,1.0,1.0,0.75,5.75,1.0,0.0,1.0,1.0,448.0,200.0,211.5,859.5,0.63082,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.785714,0.0,1.0,1.0,1.0,0.75,0.821429,1.0,0.0,1.0,1.0,0.994286,0.0,0.0575,0.425735
/B,-0.803329,34.669872,56.140782,21.470911,112.281564,0.5,1.0,1.0,0.0,1.0,5.0,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,448.0,286.2,211.5,945.7,0.464448,0.630361,0.802011,0.613455,0.831715,0.5,1.0,1.0,0.0,1.0,0.714286,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.994286,0.431,0.0575,0.5525
/C,-0.760624,21.470911,42.941821,21.470911,85.883642,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.0,5.5,1.0,0.5,1.0,1.0,448.0,200.0,211.5,859.5,0.492917,0.39038,0.613455,0.613455,0.636175,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.0,0.785714,1.0,0.5,1.0,1.0,0.994286,0.0,0.0575,0.425735
/D,-0.488106,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,206.4,211.5,865.9,0.674596,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,0.032,0.0575,0.435147
/E,-0.555799,19.646883,41.117793,21.470911,82.235587,1.0,1.0,1.0,0.0,1.0,5.5,0.5,1.0,1.0,1.0,0.5,6.0,1.0,0.5,1.0,1.0,448.0,211.5,211.5,885.294905,0.629467,0.357216,0.587397,0.613455,0.609152,1.0,1.0,1.0,0.0,1.0,0.785714,0.5,1.0,1.0,1.0,0.5,0.857143,1.0,0.5,1.0,1.0,0.994286,0.0575,0.0575,0.463669
/F,-0.415615,0.0,21.470911,21.470911,42.941821,1.0,1.0,1.0,0.5,1.0,6.0,0.5,1.0,1.0,1.0,0.75,6.25,1.0,0.5,1.0,1.0,448.0,244.5,211.5,904.0,0.722923,0.0,0.306727,0.613455,0.318088,1.0,1.0,1.0,0.5,1.0,0.857143,0.5,1.0,1.0,1.0,0.75,0.892857,1.0,0.5,1.0,1.0,0.994286,0.2225,0.0575,0.491176
/G,-0.803329,19.0,40.470911,21.470911,80.941821,0.5,1.0,1.0,0.5,1.0,5.5,0.5,1.0,1.0,1.0,0.25,5.25,1.0,0.5,0.5,1.0,291.0,200.0,211.5,702.5,0.464448,0.345455,0.578156,0.613455,0.599569,0.5,1.0,1.0,0.5,1.0,0.785714,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.5,1.0,0.545714,0.0,0.0575,0.194853
/H,-1.411593,19.0,40.470911,21.470911,80.941821,0.5,0.5,1.0,0.5,1.0,4.5,0.5,0.5,1.0,1.0,0.25,3.75,0.0,0.5,0.5,0.5,448.0,200.0,211.5,859.5,0.058938,0.345455,0.578156,0.613455,0.599569,0.5,0.5,1.0,0.5,1.0,0.642857,0.5,0.5,1.0,1.0,0.25,0.535714,0.0,0.5,0.5,0.5,0.994286,0.0,0.0575,0.425735
/I,-1.208647,19.646883,41.117793,21.470911,82.235587,1.0,0.5,1.0,0.0,1.0,4.0,0.5,0.0,1.0,1.0,0.5,4.0,0.0,0.5,1.0,0.0,224.0,203.4,211.5,704.797259,0.194235,0.357216,0.587397,0.613455,0.609152,1.0,0.5,1.0,0.0,1.0,0.571429,0.5,0.0,1.0,1.0,0.5,0.571429,0.0,0.5,1.0,0.0,0.354286,0.017,0.0575,0.198231
/J,-0.7701,0.0,21.470911,21.470911,42.941821,1.0,0.5,1.0,0.5,1.0,5.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,448.0,244.5,211.5,904.0,0.4866,0.0,0.306727,0.613455,0.318088,1.0,0.5,1.0,0.5,1.0,0.714286,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.994286,0.2225,0.0575,0.491176
/K,-0.890843,0.0,21.470911,21.470911,42.941821,1.0,0.5,1.0,0.5,1.0,5.0,0.5,0.5,1.0,1.0,0.75,4.75,0.0,0.5,1.0,0.5,448.0,200.0,211.5,859.5,0.406104,0.0,0.306727,0.613455,0.318088,1.0,0.5,1.0,0.5,1.0,0.714286,0.5,0.5,1.0,1.0,0.75,0.678571,0.0,0.5,1.0,0.5,0.994286,0.0,0.0575,0.425735
/L,-1.007587,0.0,21.470911,21.470911,42.941821,1.0,0.5,1.0,0.5,0.0,3.5,0.0,0.5,0.0,1.0,0.75,3.25,0.0,0.0,1.0,0.5,448.0,211.5,211.5,871.0,0.328276,0.0,0.306727,0.613455,0.318088,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.75,0.464286,0.0,0.0,1.0,0.5,0.994286,0.0575,0.0575,0.442647
/M,-0.80528,21.470911,42.941821,21.470911,85.883642,1.0,0.5,1.0,0.0,1.0,5.0,0.5,1.0,0.0,1.0,0.5,5.0,1.0,0.5,1.0,1.0,448.0,200.0,211.5,885.998089,0.463147,0.39038,0.613455,0.613455,0.636175,1.0,0.5,1.0,0.0,1.0,0.714286,0.5,1.0,0.0,1.0,0.5,0.714286,1.0,0.5,1.0,1.0,0.994286,0.0,0.0575,0.464703
/N,-1.411593,21.023796,42.494707,21.470911,84.989413,0.5,0.5,1.0,0.0,1.0,4.5,0.5,1.0,0.0,1.0,0.25,4.25,1.0,0.5,0.5,1.0,448.0,227.4,211.5,886.9,0.058938,0.382251,0.607067,0.613455,0.629551,0.5,0.5,1.0,0.0,1.0,0.642857,0.5,1.0,0.0,1.0,0.25,0.607143,1.0,0.5,0.5,1.0,0.994286,0.137,0.0575,0.466029
/O,-1.306993,19.646883,41.117793,21.470911,82.235587,1.0,0.5,1.0,0.0,0.0,2.5,0.0,0.0,0.0,1.0,0.5,2.5,0.0,0.0,1.0,0.0,448.0,233.1,211.5,892.6,0.128671,0.357216,0.587397,0.613455,0.609152,1.0,0.5,1.0,0.0,0.0,0.357143,0.0,0.0,0.0,1.0,0.5,0.357143,0.0,0.0,1.0,0.0,0.994286,0.1655,0.0575,0.474412
